asof,market_id,question,asset,type,strike,resolution,T_years,forward,sigma_at_k,smile_slope,fair,fair_lo,fair_hi,market_yes,liquidity,edge_edge_yes,edge_edge_no,edge_side
2026-07-21T06:45:35.748477+00:00,0xbb57ccf5853a85487bc3d83d04d669310d28c6c810758953b9d9b91d1aee89d2,Will bitcoin hit $1m before GTA VI?,BTC,touch,1000000.0,2026-07-31T12:00:00+00:00,0.027995,66025.43,3.0564,0.6588,0.0,0.0,0.0,0.4985,110262.94539,-0.4985,0.4985,NO
2026-07-21T06:45:35.800819+00:00,0x02deb9538f5c123373adaa4ee6217b01745f1662bc902e46ac92f3fe6f8741e8,"Will Bitcoin hit $150k by December 31, 2026?",BTC,touch,150000.0,2027-01-01T05:00:00+00:00,0.449114,67179.64,0.4777,0.2538,0.0057,0.0034,0.008,0.0305,205207.51677,-0.0248,0.0248,NO
2026-07-25T17:08:32.986044+00:00,0xbb57ccf5853a85487bc3d83d04d669310d28c6c810758953b9d9b91d1aee89d2,Will bitcoin hit $1m before GTA VI?,BTC,touch,1000000.0,2026-07-31T12:00:00+00:00,0.015851,64203.45,2.5151,0.4948,0.0,0.0,0.0,0.4985,104959.18376,-0.4985,0.4985,NO
2026-07-25T17:08:33.035449+00:00,0x02deb9538f5c123373adaa4ee6217b01745f1662bc902e46ac92f3fe6f8741e8,"Will Bitcoin hit $150k by December 31, 2026?",BTC,touch,150000.0,2027-01-01T05:00:00+00:00,0.43697,65329.48,0.4913,0.2397,0.0051,0.0034,0.0069,0.035500000000000004,188287.06141,-0.0304,0.0304,NO
2026-07-26T06:00:12.596510+00:00,0xbb57ccf5853a85487bc3d83d04d669310d28c6c810758953b9d9b91d1aee89d2,Will bitcoin hit $1m before GTA VI?,BTC,touch,1000000.0,2026-07-31T12:00:00+00:00,0.014383,64394.02,1.8214,0.3798,0.0,0.0,0.0,0.4985,81780.39675,-0.4985,0.4985,NO
2026-07-26T06:00:12.705543+00:00,0x02deb9538f5c123373adaa4ee6217b01745f1662bc902e46ac92f3fe6f8741e8,"Will Bitcoin hit $150k by December 31, 2026?",BTC,touch,150000.0,2027-01-01T05:00:00+00:00,0.435502,65512.38,0.4885,0.2336,0.005,0.0033,0.0067,0.037,188003.30272,-0.032,0.032,NO
2026-07-27T06:00:11.670098+00:00,0x02deb9538f5c123373adaa4ee6217b01745f1662bc902e46ac92f3fe6f8741e8,"Will Bitcoin hit $150k by December 31, 2026?",BTC,touch,150000.0,2027-01-01T05:00:00+00:00,0.432762,66630.86,0.4853,0.2246,0.0054,0.0035,0.0073,0.039,187029.50694,-0.0336,0.0336,NO
2026-07-27T06:00:12.280941+00:00,0xac32e73aa9e0dae801d88d4f81efd2ef3fa0f04b815f3a0e74426f0762e668cd,"Will Bitcoin reach $200,000 by December 31, 2026?",BTC,touch,200000.0,2027-01-01T05:00:00+00:00,0.432762,66630.86,0.5518,0.2338,0.0009,0.0004,0.0014,0.0225,79460.22319,-0.0216,0.0216,NO
2026-07-27T06:00:12.873692+00:00,0xe71b9d788ce662d967ff2c90749ff8b26cee290455ef6cb84f33d1393ffae115,"Will Bitcoin reach $190,000 by December 31, 2026?",BTC,touch,190000.0,2027-01-01T05:00:00+00:00,0.432762,66630.86,0.5398,0.2336,0.0013,0.0007,0.0019,0.024,65987.37585,-0.0227,0.0227,NO
2026-07-27T06:00:13.471426+00:00,0x799c35de1e5f3ebd75053643e020e6df9e9a3f477e3d6066eb0a8565f65d547f,"Will Bitcoin reach $180,000 by December 31, 2026?",BTC,touch,180000.0,2027-01-01T05:00:00+00:00,0.432762,66630.86,0.5272,0.2329,0.0018,0.0011,0.0025,0.024,46721.36247,-0.0222,0.0222,NO
2026-07-27T06:00:14.063777+00:00,0x9affeb38bce1e9a6de30e9ecada1ecfaf636574d3961cf3b9177299786214234,"Will Bitcoin reach $170,000 by December 31, 2026?",BTC,touch,170000.0,2027-01-01T05:00:00+00:00,0.432762,66630.86,0.5139,0.2314,0.0023,0.0011,0.0035,0.024,48701.64941,-0.0217,0.0217,NO
2026-07-27T06:00:14.653394+00:00,0x472c9035786b390c08e674fc60bddda488957e1b8aecad3f5480cc531a0754b0,"Will Bitcoin reach $160,000 by December 31, 2026?",BTC,touch,160000.0,2027-01-01T05:00:00+00:00,0.432762,66630.86,0.5,0.2288,0.0038,0.0027,0.0049,0.0335,51613.98991,-0.0297,0.0297,NO
2026-07-27T06:00:15.232397+00:00,0xa7b594ae07d5c1590fa86028fcc2f8705990437237416556c05837a08b2e1cda,"Will Bitcoin reach $150,000 by December 31, 2026?",BTC,touch,150000.0,2027-01-01T05:00:00+00:00,0.432762,66630.86,0.4853,0.2246,0.0054,0.0036,0.0073,0.0315,58160.96571,-0.0261,0.0261,NO
2026-07-27T06:00:15.808835+00:00,0xf0a4c0bc8a8162f0ac95b5a5af7fa665d20a19ca0db03b9117514dafc695f15e,"Will Bitcoin reach $140,000 by December 31, 2026?",BTC,touch,140000.0,2027-01-01T05:00:00+00:00,0.432762,66630.86,0.4701,0.218,0.0079,0.0047,0.0112,0.036500000000000005,52236.54156,-0.0286,0.0286,NO
2026-07-27T06:00:16.396164+00:00,0x885a6abefad122348b4fbd503473d7fd1f9035d0438cf988a7591620f316a859,"Will Bitcoin reach $130,000 by December 31, 2026?",BTC,touch,130000.0,2027-01-01T05:00:00+00:00,0.432762,66630.86,0.4542,0.208,0.0137,0.0094,0.018,0.0385,65214.15336,-0.0248,0.0248,NO
2026-07-27T06:00:16.984933+00:00,0xf9b6b5c3c6e07afe4aad6ed9ce4fa7545f9c2baa9f1dc632cd81a085c99acfe4,"Will Bitcoin reach $120,000 by December 31, 2026?",BTC,touch,120000.0,2027-01-01T05:00:00+00:00,0.432762,66630.86,0.4382,0.1929,0.0252,0.0199,0.0305,0.065,52418.7315,-0.0398,0.0398,NO
2026-07-27T06:00:17.575878+00:00,0x63eaf41ce1f475323e2202d7dfa3b1def8b82cd166f7007c50bfbf47615c7b01,"Will Bitcoin reach $110,000 by December 31, 2026?",BTC,touch,110000.0,2027-01-01T05:00:00+00:00,0.432762,66630.86,0.4223,0.17,0.0481,0.0413,0.055,0.07500000000000001,64185.7882,-0.0269,0.0269,NO
2026-07-27T06:00:18.165961+00:00,0xdaa4866bae18be58c5a79d2aeeffd035ec78f1bb49dbd88f72993997778a990f,"Will Bitcoin reach $100,000 by December 31, 2026?",BTC,touch,100000.0,2027-01-01T05:00:00+00:00,0.432762,66630.86,0.4077,0.1354,0.0935,0.0814,0.1055,0.10500000000000001,80451.4136,-0.0115,0.0115,NO
2026-07-27T06:00:18.756349+00:00,0x752fa61c93f16c4b15e85b0bd438d9c684176b0ea7b319a84c8aca34616e8a8c,"Will Bitcoin dip to $55,000 by December 31, 2026?",BTC,touch,55000.0,2027-01-01T05:00:00+00:00,0.432762,66630.86,0.4462,-0.307,0.5186,0.4746,0.5627,0.475,103764.4318,0.0436,-0.0436,YES
2026-07-27T06:00:19.362641+00:00,0x024b68f77bfc019341ee3db8f57c103334e4b9430bba4746d8c94aafd8b36fee,"Will Bitcoin dip to $45,000 by December 31, 2026?",BTC,touch,45000.0,2027-01-01T05:00:00+00:00,0.432762,66630.86,0.5217,-0.4346,0.2494,0.1938,0.305,0.245,62437.7154,0.0044,-0.0044,YES
2026-07-27T06:00:19.941712+00:00,0x2745c38ff0617cb345c1d2df19b4f74ea777508e07411e88eeb6ab3affcda2a2,"Will Bitcoin dip to $35,000 by December 31, 2026?",BTC,touch,35000.0,2027-01-01T05:00:00+00:00,0.432762,66630.86,0.6419,-0.5072,0.1249,0.0766,0.1731,0.11499999999999999,95050.6522,0.0099,-0.0099,YES
2026-07-27T06:00:20.555253+00:00,0xe326d1abf5fb59b82ecfdff3348e75f90561eace327ba1bdc8d38d045ddbe775,"Will Bitcoin dip to $25,000 by December 31, 2026?",BTC,touch,25000.0,2027-01-01T05:00:00+00:00,0.432762,66630.86,0.8144,-0.5067,0.0713,0.0356,0.107,0.041499999999999995,88399.97021,0.0298,-0.0298,YES
2026-07-27T06:00:21.141918+00:00,0x201f51d2d892c41c5bfa6568a0a2f93ab2ea426e87dddfd5fb0191f7ec34a441,"Will Ethereum reach $10,000 by December 31, 2026?",ETH,touch,10000.0,2027-01-01T05:00:00+00:00,0.432762,1982.44,0.8046,0.2281,0.0008,0.0006,0.001,0.0185,88853.05435,-0.0177,0.0177,NO
2026-07-27T06:00:21.741461+00:00,0xac0b4316113b50e0e667918aee72fa0eb006342245a52ab6371f3732af5733c8,"Will Ethereum reach $8,000 by December 31, 2026?",ETH,touch,8000.0,2027-01-01T05:00:00+00:00,0.432762,1982.44,0.7536,0.2281,0.0016,0.0009,0.0024,0.0205,65307.16171,-0.0189,0.0189,NO
2026-07-27T06:00:22.339061+00:00,0x4fc8725f00ba06576d7c78131e4589cc93a4e133128e8ca50c8f7ba34efeaaa1,"Will Ethereum reach $7,500 by December 31, 2026?",ETH,touch,7500.0,2027-01-01T05:00:00+00:00,0.432762,1982.44,0.7389,0.2274,0.0022,0.0013,0.0031,0.0265,66110.13761,-0.0243,0.0243,NO
2026-07-27T06:00:22.938360+00:00,0x4ee2c6081e18cc0d1f3347f6219940bda986657f1d150d17de0677ffc2104de0,"Will Ethereum reach $7,000 by December 31, 2026?",ETH,touch,7000.0,2027-01-01T05:00:00+00:00,0.432762,1982.44,0.7233,0.2261,0.0028,0.0014,0.0042,0.028,62352.99507,-0.0252,0.0252,NO
2026-07-27T06:00:23.545119+00:00,0x0f0499d1049385b1d53ffee6c42a1de7424e551c765211ff2cc6d66329f43a80,"Will Ethereum reach $6,500 by December 31, 2026?",ETH,touch,6500.0,2027-01-01T05:00:00+00:00,0.432762,1982.44,0.7066,0.224,0.0042,0.0027,0.0057,0.0265,49320.88589,-0.0223,0.0223,NO
2026-07-27T06:00:24.151717+00:00,0x6132cc91f7a0ad656e890b9040c159f4057f4c44359b3fb68085ec97156c918a,"Will Ethereum reach $6,000 by December 31, 2026?",ETH,touch,6000.0,2027-01-01T05:00:00+00:00,0.432762,1982.44,0.6888,0.2208,0.0065,0.0048,0.0082,0.032,46987.75876,-0.0255,0.0255,NO
2026-07-27T06:00:24.761978+00:00,0xb75b8c777c5fd934d7fa43d4b3a3f630981b68a362a09471f9a6a6e36c38aac8,"Will Ethereum reach $5,500 by December 31, 2026?",ETH,touch,5500.0,2027-01-01T05:00:00+00:00,0.432762,1982.44,0.6698,0.2159,0.0101,0.008,0.0121,0.036500000000000005,31314.12557,-0.0264,0.0264,NO
2026-07-27T06:00:25.363392+00:00,0x1c4fd67ab2a67f508672a69153559911244048b79a40cbe341d12f985ba90a13,"Will Ethereum reach $5,000 by December 31, 2026?",ETH,touch,5000.0,2027-01-01T05:00:00+00:00,0.432762,1982.44,0.6495,0.2088,0.0158,0.0129,0.0188,0.036000000000000004,27831.00535,-0.0202,0.0202,NO
2026-07-27T06:00:25.966465+00:00,0xa3143f9c21ecc7a9b036b4e435f48264ff72019a9e3e60dacff4e615020e7e21,"Will Ethereum reach $4,500 by December 31, 2026?",ETH,touch,4500.0,2027-01-01T05:00:00+00:00,0.432762,1982.44,0.6281,0.198,0.0248,0.0187,0.0309,0.065,32583.1834,-0.0402,0.0402,NO
2026-07-27T06:00:26.565672+00:00,0x9775cd557a3cdba4f0478070afa399c0805761dd9aa0e7ce4435a71fed32621c,"Will Ethereum reach $4,000 by December 31, 2026?",ETH,touch,4000.0,2027-01-01T05:00:00+00:00,0.432762,1982.44,0.6057,0.1815,0.0467,0.0391,0.0542,0.07500000000000001,33731.8312,-0.0283,0.0283,NO
2026-07-27T06:00:27.167657+00:00,0x42945ea5657d6f6e77969a06661b29d6f6295083d1ef3479b42efd90647c9dfc,"Will Ethereum reach $3,500 by December 31, 2026?",ETH,touch,3500.0,2027-01-01T05:00:00+00:00,0.432762,1982.44,0.583,0.1561,0.0929,0.083,0.1029,0.125,40957.5561,-0.0321,0.0321,NO
2026-07-27T06:00:27.760565+00:00,0xcf25ccc8360f3952139fb5e3f14cb9bb0636cb53d0e30e947321ceccab7e9780,"Will Ethereum dip to $1,500 by December 31, 2026?",ETH,touch,1500.0,2027-01-01T05:00:00+00:00,0.432762,1982.44,0.5812,-0.1965,0.5008,0.4703,0.5313,0.397,79690.47578,0.1038,-0.1038,YES
2026-07-27T06:00:28.360541+00:00,0xacb33346b59a2a3770e2391b7d1b0e77d8dcdcf840a66f5fa01d28db43c4e369,"Will Ethereum dip to $1,000 by December 31, 2026?",ETH,touch,1000.0,2027-01-01T05:00:00+00:00,0.432762,1982.44,0.6967,-0.3585,0.1529,0.1185,0.1874,0.10500000000000001,63617.0679,0.0479,-0.0479,YES
2026-07-27T06:00:28.948475+00:00,0x717672a48c5f2938631f6e467b9a48aedb03fa380c0198704ef5acfc91721612,"Will Ethereum dip to $800 by December 31, 2026?",ETH,touch,800.0,2027-01-01T05:00:00+00:00,0.432762,1982.44,0.7827,-0.4075,0.0897,0.0595,0.1199,0.07500000000000001,93654.3704,0.0147,-0.0147,YES
2026-07-28T06:00:12.818179+00:00,0x02deb9538f5c123373adaa4ee6217b01745f1662bc902e46ac92f3fe6f8741e8,"Will Bitcoin hit $150k by December 31, 2026?",BTC,touch,150000.0,2027-01-01T05:00:00+00:00,0.430022,64509.01,0.5014,0.248,0.005,0.0033,0.0067,0.037,187034.68116,-0.032,0.032,NO
2026-07-28T06:00:13.416669+00:00,0xac32e73aa9e0dae801d88d4f81efd2ef3fa0f04b815f3a0e74426f0762e668cd,"Will Bitcoin reach $200,000 by December 31, 2026?",BTC,touch,200000.0,2027-01-01T05:00:00+00:00,0.430022,64509.01,0.5753,0.2616,0.0009,0.0003,0.0015,0.023,78586.53461,-0.0221,0.0221,NO
2026-07-28T06:00:14.029751+00:00,0xe71b9d788ce662d967ff2c90749ff8b26cee290455ef6cb84f33d1393ffae115,"Will Bitcoin reach $190,000 by December 31, 2026?",BTC,touch,190000.0,2027-01-01T05:00:00+00:00,0.430022,64509.01,0.5619,0.2609,0.0013,0.0008,0.0019,0.0245,62368.95403,-0.0232,0.0232,NO
2026-07-28T06:00:14.611801+00:00,0x799c35de1e5f3ebd75053643e020e6df9e9a3f477e3d6066eb0a8565f65d547f,"Will Bitcoin reach $180,000 by December 31, 2026?",BTC,touch,180000.0,2027-01-01T05:00:00+00:00,0.430022,64509.01,0.5478,0.2595,0.0017,0.0008,0.0025,0.024,45902.31267,-0.0223,0.0223,NO
2026-07-28T06:00:15.201774+00:00,0x9affeb38bce1e9a6de30e9ecada1ecfaf636574d3961cf3b9177299786214234,"Will Bitcoin reach $170,000 by December 31, 2026?",BTC,touch,170000.0,2027-01-01T05:00:00+00:00,0.430022,64509.01,0.533,0.2571,0.0023,0.0013,0.0034,0.025,45425.99682,-0.0227,0.0227,NO
2026-07-28T06:00:15.779751+00:00,0x472c9035786b390c08e674fc60bddda488957e1b8aecad3f5480cc531a0754b0,"Will Bitcoin reach $160,000 by December 31, 2026?",BTC,touch,160000.0,2027-01-01T05:00:00+00:00,0.430022,64509.01,0.5176,0.2535,0.0034,0.0021,0.0047,0.0285,50731.17037,-0.0251,0.0251,NO
2026-07-28T06:00:16.363727+00:00,0xa7b594ae07d5c1590fa86028fcc2f8705990437237416556c05837a08b2e1cda,"Will Bitcoin reach $150,000 by December 31, 2026?",BTC,touch,150000.0,2027-01-01T05:00:00+00:00,0.430022,64509.01,0.5014,0.248,0.0048,0.0029,0.0067,0.0315,55073.69628,-0.0267,0.0267,NO
2026-07-28T06:00:16.950751+00:00,0xf0a4c0bc8a8162f0ac95b5a5af7fa665d20a19ca0db03b9117514dafc695f15e,"Will Bitcoin reach $140,000 by December 31, 2026?",BTC,touch,140000.0,2027-01-01T05:00:00+00:00,0.430022,64509.01,0.4845,0.2399,0.0071,0.0043,0.0099,0.037500000000000006,50796.21067,-0.0304,0.0304,NO
2026-07-28T06:00:17.542794+00:00,0x885a6abefad122348b4fbd503473d7fd1f9035d0438cf988a7591620f316a859,"Will Bitcoin reach $130,000 by December 31, 2026?",BTC,touch,130000.0,2027-01-01T05:00:00+00:00,0.430022,64509.01,0.4672,0.228,0.0119,0.0083,0.0155,0.037500000000000006,66008.34765,-0.0256,0.0256,NO
2026-07-28T06:00:18.123511+00:00,0xf9b6b5c3c6e07afe4aad6ed9ce4fa7545f9c2baa9f1dc632cd81a085c99acfe4,"Will Bitcoin reach $120,000 by December 31, 2026?",BTC,touch,120000.0,2027-01-01T05:00:00+00:00,0.430022,64509.01,0.4496,0.2108,0.0207,0.0157,0.0256,0.055,48902.0501,-0.0343,0.0343,NO
2026-07-28T06:00:18.720291+00:00,0x63eaf41ce1f475323e2202d7dfa3b1def8b82cd166f7007c50bfbf47615c7b01,"Will Bitcoin reach $110,000 by December 31, 2026?",BTC,touch,110000.0,2027-01-01T05:00:00+00:00,0.430022,64509.01,0.4323,0.1857,0.0372,0.029,0.0454,0.065,59075.3151,-0.0278,0.0278,NO
2026-07-28T06:00:19.299702+00:00,0xdaa4866bae18be58c5a79d2aeeffd035ec78f1bb49dbd88f72993997778a990f,"Will Bitcoin reach $100,000 by December 31, 2026?",BTC,touch,100000.0,2027-01-01T05:00:00+00:00,0.430022,64509.01,0.4162,0.1491,0.0746,0.0628,0.0864,0.095,79856.4113,-0.0204,0.0204,NO
2026-07-28T06:00:19.882164+00:00,0x752fa61c93f16c4b15e85b0bd438d9c684176b0ea7b319a84c8aca34616e8a8c,"Will Bitcoin dip to $55,000 by December 31, 2026?",BTC,touch,55000.0,2027-01-01T05:00:00+00:00,0.430022,64509.01,0.4428,-0.2715,0.5899,0.5508,0.629,0.54,99249.8477,0.0499,-0.0499,YES
2026-07-28T06:00:20.486451+00:00,0x024b68f77bfc019341ee3db8f57c103334e4b9430bba4746d8c94aafd8b36fee,"Will Bitcoin dip to $45,000 by December 31, 2026?",BTC,touch,45000.0,2027-01-01T05:00:00+00:00,0.430022,64509.01,0.5105,-0.3957,0.2815,0.2278,0.3351,0.245,59278.2505,0.0365,-0.0365,YES
2026-07-28T06:00:21.069618+00:00,0x2745c38ff0617cb345c1d2df19b4f74ea777508e07411e88eeb6ab3affcda2a2,"Will Bitcoin dip to $35,000 by December 31, 2026?",BTC,touch,35000.0,2027-01-01T05:00:00+00:00,0.430022,64509.01,0.6224,-0.4827,0.1327,0.0858,0.1796,0.125,91441.091,0.0077,-0.0077,YES
2026-07-28T06:00:21.658941+00:00,0xe326d1abf5fb59b82ecfdff3348e75f90561eace327ba1bdc8d38d045ddbe775,"Will Bitcoin dip to $25,000 by December 31, 2026?",BTC,touch,25000.0,2027-01-01T05:00:00+00:00,0.430022,64509.01,0.7915,-0.5096,0.0707,0.0351,0.1063,0.0405,125244.60425,0.0302,-0.0302,YES
2026-07-28T06:00:22.244327+00:00,0x201f51d2d892c41c5bfa6568a0a2f93ab2ea426e87dddfd5fb0191f7ec34a441,"Will Ethereum reach $10,000 by December 31, 2026?",ETH,touch,10000.0,2027-01-01T05:00:00+00:00,0.430022,1898.87,0.8003,0.2202,0.0005,0.0003,0.0007,0.0195,85733.32862,-0.019,0.019,NO
2026-07-28T06:00:22.836063+00:00,0xac0b4316113b50e0e667918aee72fa0eb006342245a52ab6371f3732af5733c8,"Will Ethereum reach $8,000 by December 31, 2026?",ETH,touch,8000.0,2027-01-01T05:00:00+00:00,0.430022,1898.87,0.7511,0.2203,0.0012,0.0006,0.0017,0.0215,71430.24873,-0.0203,0.0203,NO
2026-07-28T06:00:23.421725+00:00,0x4fc8725f00ba06576d7c78131e4589cc93a4e133128e8ca50c8f7ba34efeaaa1,"Will Ethereum reach $7,500 by December 31, 2026?",ETH,touch,7500.0,2027-01-01T05:00:00+00:00,0.430022,1898.87,0.7369,0.2196,0.0017,0.0013,0.0022,0.0265,72060.05069,-0.0248,0.0248,NO
2026-07-28T06:00:24.016515+00:00,0x4ee2c6081e18cc0d1f3347f6219940bda986657f1d150d17de0677ffc2104de0,"Will Ethereum reach $7,000 by December 31, 2026?",ETH,touch,7000.0,2027-01-01T05:00:00+00:00,0.430022,1898.87,0.7217,0.2185,0.0022,0.0015,0.003,0.0305,62391.84703,-0.0283,0.0283,NO
2026-07-28T06:00:24.607316+00:00,0x0f0499d1049385b1d53ffee6c42a1de7424e551c765211ff2cc6d66329f43a80,"Will Ethereum reach $6,500 by December 31, 2026?",ETH,touch,6500.0,2027-01-01T05:00:00+00:00,0.430022,1898.87,0.7056,0.2166,0.0029,0.0017,0.0041,0.0265,44871.14216,-0.0236,0.0236,NO
2026-07-28T06:00:25.198122+00:00,0x6132cc91f7a0ad656e890b9040c159f4057f4c44359b3fb68085ec97156c918a,"Will Ethereum reach $6,000 by December 31, 2026?",ETH,touch,6000.0,2027-01-01T05:00:00+00:00,0.430022,1898.87,0.6884,0.2137,0.0042,0.0025,0.006,0.0315,46901.62899,-0.0273,0.0273,NO
2026-07-28T06:00:25.791913+00:00,0xb75b8c777c5fd934d7fa43d4b3a3f630981b68a362a09471f9a6a6e36c38aac8,"Will Ethereum reach $5,500 by December 31, 2026?",ETH,touch,5500.0,2027-01-01T05:00:00+00:00,0.430022,1898.87,0.67,0.2093,0.007,0.005,0.0089,0.0455,27355.93051,-0.0385,0.0385,NO
2026-07-28T06:00:26.388052+00:00,0x1c4fd67ab2a67f508672a69153559911244048b79a40cbe341d12f985ba90a13,"Will Ethereum reach $5,000 by December 31, 2026?",ETH,touch,5000.0,2027-01-01T05:00:00+00:00,0.430022,1898.87,0.6503,0.2028,0.0119,0.0097,0.014,0.035500000000000004,24004.5165,-0.0236,0.0236,NO
2026-07-28T06:00:26.980370+00:00,0xa3143f9c21ecc7a9b036b4e435f48264ff72019a9e3e60dacff4e615020e7e21,"Will Ethereum reach $4,500 by December 31, 2026?",ETH,touch,4500.0,2027-01-01T05:00:00+00:00,0.430022,1898.87,0.6294,0.1931,0.0197,0.0161,0.0234,0.065,29556.7029,-0.0453,0.0453,NO
2026-07-28T06:00:27.568245+00:00,0x9775cd557a3cdba4f0478070afa399c0805761dd9aa0e7ce4435a71fed32621c,"Will Ethereum reach $4,000 by December 31, 2026?",ETH,touch,4000.0,2027-01-01T05:00:00+00:00,0.430022,1898.87,0.6075,0.1781,0.0353,0.0289,0.0417,0.095,29655.5753,-0.0597,0.0597,NO
2026-07-28T06:00:28.172889+00:00,0x42945ea5657d6f6e77969a06661b29d6f6295083d1ef3479b42efd90647c9dfc,"Will Ethereum reach $3,500 by December 31, 2026?",ETH,touch,3500.0,2027-01-01T05:00:00+00:00,0.430022,1898.87,0.5852,0.155,0.0717,0.0626,0.0808,0.125,37877.2425,-0.0533,0.0533,NO
2026-07-28T06:00:28.759422+00:00,0xcf25ccc8360f3952139fb5e3f14cb9bb0636cb53d0e30e947321ceccab7e9780,"Will Ethereum dip to $1,500 by December 31, 2026?",ETH,touch,1500.0,2027-01-01T05:00:00+00:00,0.430022,1898.87,0.5764,-0.1824,0.5639,0.5324,0.5954,0.4305,59481.65479,0.1334,-0.1334,YES
2026-07-28T06:00:29.349963+00:00,0xacb33346b59a2a3770e2391b7d1b0e77d8dcdcf840a66f5fa01d28db43c4e369,"Will Ethereum dip to $1,000 by December 31, 2026?",ETH,touch,1000.0,2027-01-01T05:00:00+00:00,0.430022,1898.87,0.6876,-0.3528,0.1726,0.1351,0.2101,0.14500000000000002,48338.0213,0.0276,-0.0276,YES
2026-07-28T06:00:29.943051+00:00,0x717672a48c5f2938631f6e467b9a48aedb03fa380c0198704ef5acfc91721612,"Will Ethereum dip to $800 by December 31, 2026?",ETH,touch,800.0,2027-01-01T05:00:00+00:00,0.430022,1898.87,0.773,-0.408,0.1011,0.0694,0.1328,0.10500000000000001,69708.1785,-0.0039,0.0039,NO
2026-08-07T06:00:22.149304+00:00,0x02deb9538f5c123373adaa4ee6217b01745f1662bc902e46ac92f3fe6f8741e8,"Will Bitcoin hit $150k by December 31, 2026?",BTC,touch,150000.0,2027-01-01T05:00:00+00:00,0.402625,65434.27,0.4697,0.1935,0.0026,0.0016,0.0035,0.036000000000000004,200321.32239,-0.0334,0.0334,NO
2026-08-07T06:00:22.710383+00:00,0xac32e73aa9e0dae801d88d4f81efd2ef3fa0f04b815f3a0e74426f0762e668cd,"Will Bitcoin reach $200,000 by December 31, 2026?",BTC,touch,200000.0,2027-01-01T05:00:00+00:00,0.402625,65434.27,0.5266,0.199,0.0003,0.0001,0.0005,0.022,98908.54081,-0.0217,0.0217,NO
2026-08-07T06:00:23.244449+00:00,0xe71b9d788ce662d967ff2c90749ff8b26cee290455ef6cb84f33d1393ffae115,"Will Bitcoin reach $190,000 by December 31, 2026?",BTC,touch,190000.0,2027-01-01T05:00:00+00:00,0.402625,65434.27,0.5164,0.1991,0.0006,0.0005,0.0007,0.022,78819.48475,-0.0214,0.0214,NO
2026-08-07T06:00:23.790703+00:00,0x799c35de1e5f3ebd75053643e020e6df9e9a3f477e3d6066eb0a8565f65d547f,"Will Bitcoin reach $180,000 by December 31, 2026?",BTC,touch,180000.0,2027-01-01T05:00:00+00:00,0.402625,65434.27,0.5056,0.1989,0.0008,0.0006,0.001,0.0215,56418.50253,-0.0207,0.0207,NO
2026-08-07T06:00:24.329401+00:00,0x9affeb38bce1e9a6de30e9ecada1ecfaf636574d3961cf3b9177299786214234,"Will Bitcoin reach $170,000 by December 31, 2026?",BTC,touch,170000.0,2027-01-01T05:00:00+00:00,0.402625,65434.27,0.4942,0.198,0.001,0.0006,0.0014,0.0215,61359.24344,-0.0205,0.0205,NO
2026-08-07T06:00:24.884161+00:00,0x472c9035786b390c08e674fc60bddda488957e1b8aecad3f5480cc531a0754b0,"Will Bitcoin reach $160,000 by December 31, 2026?",BTC,touch,160000.0,2027-01-01T05:00:00+00:00,0.402625,65434.27,0.4823,0.1964,0.0016,0.001,0.0022,0.0245,59419.28698,-0.0229,0.0229,NO
2026-08-07T06:00:25.423300+00:00,0xa7b594ae07d5c1590fa86028fcc2f8705990437237416556c05837a08b2e1cda,"Will Bitcoin reach $150,000 by December 31, 2026?",BTC,touch,150000.0,2027-01-01T05:00:00+00:00,0.402625,65434.27,0.4697,0.1935,0.0027,0.0018,0.0035,0.0335,53372.48223,-0.0308,0.0308,NO
2026-08-07T06:00:25.972096+00:00,0xf0a4c0bc8a8162f0ac95b5a5af7fa665d20a19ca0db03b9117514dafc695f15e,"Will Bitcoin reach $140,000 by December 31, 2026?",BTC,touch,140000.0,2027-01-01T05:00:00+00:00,0.402625,65434.27,0.4565,0.1889,0.0043,0.0027,0.0059,0.035,58603.21969,-0.0307,0.0307,NO
2026-08-07T06:00:26.519428+00:00,0x885a6abefad122348b4fbd503473d7fd1f9035d0438cf988a7591620f316a859,"Will Bitcoin reach $130,000 by December 31, 2026?",BTC,touch,130000.0,2027-01-01T05:00:00+00:00,0.402625,65434.27,0.4427,0.1816,0.008,0.0059,0.0102,0.042499999999999996,52608.58411,-0.0345,0.0345,NO
2026-08-07T06:00:27.063249+00:00,0xf9b6b5c3c6e07afe4aad6ed9ce4fa7545f9c2baa9f1dc632cd81a085c99acfe4,"Will Bitcoin reach $120,000 by December 31, 2026?",BTC,touch,120000.0,2027-01-01T05:00:00+00:00,0.402625,65434.27,0.4286,0.1703,0.0159,0.0129,0.0189,0.045,52256.5361,-0.0291,0.0291,NO
2026-08-07T06:00:27.614172+00:00,0x63eaf41ce1f475323e2202d7dfa3b1def8b82cd166f7007c50bfbf47615c7b01,"Will Bitcoin reach $110,000 by December 31, 2026?",BTC,touch,110000.0,2027-01-01T05:00:00+00:00,0.402625,65434.27,0.4145,0.1526,0.0324,0.0278,0.037,0.055,60359.4841,-0.0226,0.0226,NO
